Region Code,Bldg State,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag ,Building Age,Cluster
1.0,CT,ACTIVE,BUILDING,93394.0,28.0,OWNED,2033-01-01,Field Not In Use,National Register Listed,Will Conform,-8.0,0
1.0,CT,ACTIVE,BUILDING,67174.0,0.0,OWNED,2019-01-01,Field Not In Use,National Register Listed,Will Conform,6.0,0
1.0,CT,ACTIVE,BUILDING,269.0,0.0,LEASED,2033-01-01,Field Not In Use,National Register Listed,Will Conform,-8.0,0
1.0,CT,ACTIVE,BUILDING,197999.0,105.0,OWNED,2063-01-01,Field Not In Use, ,Will Conform,-38.0,0
1.0,CT,ACTIVE,BUILDING,85551.0,131.0,OWNED,2067-01-01,Field Not In Use, ,Will Conform,-42.0,0
1.0,CT,ACTIVE,BUILDING,5051.999999999996,4.999999999999993,OWNED,2069-01-01,Field Not In Use, ,Will Conform,-44.0,0
1.0,CT,ACTIVE,BUILDING,82453.0,83.0,OWNED,1977-01-01,Field Not In Use,Not Evaluated,Will Conform,48.0,0
1.0,CT,ACTIVE,BUILDING,37395.0,164.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,5020.000000000004,8.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,0.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,15150.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,95786.0,47.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,13827.0,27.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,11670.0,39.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,0.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,31055.0,103.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,1950.0,11.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,21432.0,9.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,0.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,78826.0,220.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,6276.999999999996,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,10302.0,52.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,5198.0,21.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,11825.0,4.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,6065.0,25.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,1137.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,47200.0,164.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,459.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,1004.0,2.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,5303.0,17.0,LEASED,2009-06-25,Field Not In Use,Not Evaluated,Yes,16.0,0
1.0,CT,ACTIVE,BUILDING,27394.0,15.0,LEASED,2009-04-01,Field Not In Use,Not Evaluated,Yes,16.0,0
1.0,CT,ACTIVE,BUILDING,6266.0,22.0,LEASED,2008-02-01,Field Not In Use,Not Evaluated,Yes,17.0,0
1.0,CT,ACTIVE,BUILDING,13705.0,32.0,LEASED,2009-10-01,Field Not In Use,Not Evaluated,Yes,16.0,0
1.0,CT,ACTIVE,BUILDING,0.0,0.0,LEASED,2009-09-01,Field Not In Use,Not Evaluated,Yes,16.0,0
1.0,CT,ACTIVE,BUILDING,1380.0000000000036,6.0,LEASED,2009-03-19,Field Not In Use,Not Evaluated,Yes,16.0,0
1.0,CT,ACTIVE,BUILDING,6314.000000000004,40.0,LEASED,2009-06-25,Field Not In Use,Not Evaluated,No,16.0,0
1.0,CT,ACTIVE,BUILDING,4047.9999999999964,19.0,LEASED,2000-07-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,4217.0,29.0,LEASED,1985-05-01,Field Not In Use,Not Evaluated,Will Conform,40.0,0
1.0,CT,ACTIVE,BUILDING,3961.0,25.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,18405.0,6.0,LEASED,2010-06-09,Field Not In Use,Not Evaluated,Yes,15.0,0
1.0,CT,ACTIVE,BUILDING,8648.0,36.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,4655.0,2.0,LEASED,2000-01-01,Field Not In Use, ,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,19265.0,40.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,2237.0,10.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,11406.0,25.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,5374.999999999996,14.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,6322.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,4967.999999999996,0.9999999999999929,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,CT,ACTIVE,STRUCTURE,0.0,10.0,LEASED,2000-01-01,Field Not In Use, ,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,4550.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,4711.999999999996,20.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,2228.9999999999964,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,CT,ACTIVE,BUILDING,6939.999999999996,4.0,LEASED,2000-01-01,Field Not In Use, ,Will Conform,25.0,0
1.0,CT,ACTIVE,BUILDING,6220.0,0.0,LEASED,2000-01-01,Field Not In Use, ,No,25.0,0
1.0,CT,ACTIVE,BUILDING,14954.0,47.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,88130.0,2.999999999999993,OWNED,2018-01-01,Field Not In Use, ,Yes,7.0,0
1.0,MA,ACTIVE,BUILDING,388292.0,32.0,OWNED,2033-01-01,Field Not In Use,National Register Listed,Will Conform,-8.0,3
1.0,MA,ACTIVE,BUILDING,541458.0,69.0,OWNED,1998-09-01,Field Not In Use,Not Evaluated,Will Conform,27.0,3
1.0,MA,ACTIVE,BUILDING,78291.0,86.0,OWNED,2008-08-01,Field Not In Use,Not Evaluated,Will Conform,17.0,0
1.0,MA,ACTIVE,BUILDING,3429.0,6.0,OWNED,1836-01-01,Field Not In Use,National Historic Landmark,Will Conform,189.0,0
1.0,MA,ACTIVE,BUILDING,62795.0,4.0,OWNED,2032-01-01,Field Not In Use,National Register Listed,Will Conform,-7.0,0
1.0,MA,ACTIVE,BUILDING,58923.0,203.0,OWNED,2073-01-01,Field Not In Use, ,Will Conform,-48.0,0
1.0,MA,ACTIVE,BUILDING,583773.0,257.0,OWNED,2066-01-01,Field Not In Use,National Register Eligible,Yes,-41.0,3
1.0,MA,ACTIVE,BUILDING,6984.0,50.0,OWNED,2069-01-01,Field Not In Use, ,Will Conform,-44.0,0
1.0,MA,ACTIVE,BUILDING,129115.0,0.0,OWNED,2066-01-01,Field Not In Use, ,Yes,-41.0,0
1.0,MA,ACTIVE,BUILDING,323747.0,1688.0,OWNED,2066-01-01,Field Not In Use, ,Will Conform,-41.0,2
1.0,MA,ACTIVE,BUILDING,5080.0,20.0,OWNED,2073-01-01,Field Not In Use, ,Yes,-48.0,0
1.0,MA,ACTIVE,BUILDING,486175.0,267.0,OWNED,1986-06-30,Field Not In Use,Not Evaluated,Yes,39.0,3
1.0,MA,ACTIVE,BUILDING,22990.0,52.0,OWNED,2074-01-01,Field Not In Use, ,Will Conform,-49.0,0
1.0,MA,ACTIVE,BUILDING,19053.0,64.0,OWNED,1977-01-01,Field Not In Use,Not Evaluated,Will Conform,48.0,0
1.0,MA,ACTIVE,BUILDING,303685.0,575.0,OWNED,2000-01-01,Field Not In Use, ,Yes,25.0,3
1.0,MA,ACTIVE,BUILDING,13436.0,45.0,OWNED,2040-01-01,Field Not In Use, ,Yes,-15.0,0
1.0,MA,ACTIVE,BUILDING,4256.000000000004,15.0,LEASED,2000-01-01,Field Not In Use,National Register Listed,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,9857.0,30.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,81056.0,400.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,7909.999999999996,0.9999999999999929,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,2664.0,21.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,28374.0,121.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,16339.0,13.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,3524.0000000000036,4.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,6480.999999999996,26.0,LEASED,2010-10-01,Field Not In Use,Not Evaluated,Yes,15.0,0
1.0,MA,ACTIVE,STRUCTURE,0.0,10.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,32879.0,2.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,9242.0,23.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,4600.0,43.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,13202.0,26.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,2307.0,0.0,LEASED,2000-01-01,Field Not In Use,National Historic Landmark,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,15103.0,26.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,6841.000000000004,30.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,2124.9999999999964,4.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,62800.0,285.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,24605.0,33.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,25273.0,818.9999999999999,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,30655.0,53.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,0.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,16500.0,0.9999999999999929,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,30844.0,119.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,582.0,2.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,No,25.0,0
1.0,MA,ACTIVE,BUILDING,11086.0,73.0,LEASED,2009-04-01,Field Not In Use,Not Evaluated,Will Conform,16.0,0
1.0,MA,ACTIVE,BUILDING,14162.0,29.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,3900.0,8.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,25616.0,60.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,97256.0,387.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,2895.0000000000036,2.999999999999993,LEASED,1985-08-01,Field Not In Use,Not Evaluated,Yes,40.0,0
1.0,MA,ACTIVE,BUILDING,20394.0,23.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,7285.000000000004,0.9999999999999929,LEASED,1999-01-01,Field Not In Use,Not Evaluated,Yes,26.0,0
1.0,MA,ACTIVE,BUILDING,49950.0,95.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,49262.0,140.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,1016.0,4.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,9190.000000000004,0.0,LEASED,1985-10-01,Field Not In Use,Not Evaluated,Yes,40.0,0
1.0,MA,ACTIVE,BUILDING,11128.0,23.0,LEASED,1999-12-01,Field Not In Use,Not Evaluated,Yes,26.0,0
1.0,MA,ACTIVE,BUILDING,10450.0,0.9999999999999929,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,20385.0,10.0,LEASED,2009-08-01,Field Not In Use,Not Evaluated,Yes,16.0,0
1.0,MA,ACTIVE,BUILDING,4200.0,0.9999999999999929,LEASED,2001-05-25,Field Not In Use,Not Evaluated,Yes,24.0,0
1.0,MA,ACTIVE,BUILDING,1112.0,4.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,530.0,0.9999999999999929,LEASED,2008-05-05,Field Not In Use,Not Evaluated,Yes,17.0,0
1.0,MA,ACTIVE,BUILDING,5422.0,18.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,41005.0,6.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,4528.000000000004,2.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,19000.0,76.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,1717.9999999999964,6.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,7195.999999999996,35.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,4236.999999999996,4.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,38386.0,126.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,3740.0,6.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,8000.0,4.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,12500.0,63.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,221.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,8639.0,0.9999999999999929,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,7151.0,9.0,LEASED,2008-05-05,Field Not In Use,Not Evaluated,Yes,17.0,0
1.0,MA,ACTIVE,BUILDING,200600.0,400.0,LEASED,2016-10-14,Field Not In Use,Not Evaluated,Yes,9.0,0
1.0,MA,ACTIVE,BUILDING,6685.999999999996,14.0,LEASED,2008-11-01,Field Not In Use,Not Evaluated,Yes,17.0,0
1.0,MA,ACTIVE,BUILDING,1097.0,7.0,LEASED,2007-11-02,Field Not In Use,Not Evaluated,Yes,18.0,0
1.0,MA,ACTIVE,BUILDING,4191.0,18.0,LEASED,2009-06-25,Field Not In Use,Not Evaluated,Yes,16.0,0
1.0,MA,ACTIVE,BUILDING,2139.0,4.999999999999993,LEASED,1986-01-01,Field Not In Use,Not Evaluated,Yes,39.0,0
1.0,MA,ACTIVE,BUILDING,27449.0,87.0,LEASED,2009-06-08,Field Not In Use,Not Evaluated,Yes,16.0,0
1.0,MA,ACTIVE,BUILDING,6630.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,3479.0,0.0,LEASED,2010-02-23,Field Not In Use,Not Evaluated,Yes,15.0,0
1.0,MA,ACTIVE,BUILDING,3970.0,20.0,LEASED,2009-03-12,Field Not In Use,Not Evaluated,Yes,16.0,0
1.0,MA,ACTIVE,BUILDING,11987.0,70.0,LEASED,2009-01-01,Field Not In Use,Not Evaluated,Yes,16.0,0
1.0,MA,ACTIVE,BUILDING,10621.0,0.9999999999999929,LEASED,2010-01-01,Field Not In Use,Not Evaluated,Yes,15.0,0
1.0,MA,ACTIVE,BUILDING,12364.0,0.9999999999999929,LEASED,2009-07-30,Field Not In Use,Not Evaluated,Yes,16.0,0
1.0,MA,ACTIVE,BUILDING,4976.0,28.0,LEASED,2001-01-15,Field Not In Use,Not Evaluated,Yes,24.0,0
1.0,MA,ACTIVE,BUILDING,0.0,0.0,LEASED,2009-11-01,Field Not In Use,Not Evaluated,Yes,16.0,0
1.0,MA,ACTIVE,BUILDING,15519.0,0.0,LEASED,2009-08-15,Field Not In Use,Not Evaluated,Yes,16.0,0
1.0,MA,ACTIVE,BUILDING,17348.0,22.0,LEASED,2009-10-08,Field Not In Use,Not Evaluated,Yes,16.0,0
1.0,MA,ACTIVE,BUILDING,5000.0,15.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,4191.0,0.9999999999999929,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,4085.0000000000036,0.9999999999999929,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,2360.0,15.0,LEASED,2010-06-07,Field Not In Use,Not Evaluated,Yes,15.0,0
1.0,MA,ACTIVE,BUILDING,12641.0,13.0,LEASED,1999-06-25,Field Not In Use,Not Evaluated,Yes,26.0,0
1.0,MA,ACTIVE,BUILDING,5269.0,32.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,4177.0,20.0,LEASED,2010-07-01,Field Not In Use,Not Evaluated,Yes,15.0,0
1.0,MA,ACTIVE,BUILDING,5680.999999999996,0.9999999999999929,LEASED,2010-10-01,Field Not In Use,Not Evaluated,Yes,15.0,0
1.0,MA,ACTIVE,BUILDING,1645.0,4.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,47769.0,0.9999999999999929,LEASED,2000-01-01,Field Not In Use, ,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,297.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,4608.999999999996,16.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,19503.0,19.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,170.0,2.0,LEASED,2000-01-01,Field Not In Use,Non-Contributing Element,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,5915.0,0.9999999999999929,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,10938.0,50.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,6163.0,20.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,7268.000000000004,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,8999.999999999996,12.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,3818.0,9.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,6950.0,15.0,LEASED,2000-01-01,Field Not In Use, ,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,4725.0,20.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,MA,ACTIVE,BUILDING,8319.999999999996,14.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,14320.0,21.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,2624.0,14.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
1.0,MA,ACTIVE,BUILDING,18779.0,53.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
1.0,ME,ACTIVE,BUILDING,1937.9999999999964,2.0,OWNED,1994-01-01,Field Not In Use,Not Evaluated,Will Conform,31.0,0
1.0,ME,ACTIVE,BUILDING,383.0,0.0,OWNED,2010-06-16,Field Not In Use,Not Evaluated,Yes,15.0,0
1.0,ME,ACTIVE,BUILDING,50379.0,16.0,OWNED,2011-01-01,Field Not In Use,National Register Listed,Will Conform,14.0,0
1.0,ME,ACTIVE,BUILDING,7768.0,0.0,OWNED,1871-01-01,Field Not In Use,National Register Listed,Will Conform,154.0,0
1.0,ME,ACTIVE,BUILDING,7476.0,13.0,OWNED,2061-01-01,Field Not In Use, ,Will Conform,-36.0,0
1.0,ME,ACTIVE,BUILDING,89518.0,181.0,OWNED,2067-01-01,Field Not In Use,National Register Eligible,Will Conform,-42.0,0
1.0,ME,ACTIVE,BUILDING,68235.0,172.0,OWNED,2066-01-01,Field Not In Use,National Register Eligible,Will Conform,-41.0,0
1.0,ME,ACTIVE,BUILDING,9610.0,49.0,OWNED,2065-01-01,Field Not In Use,National Register Eligible,Will Conform,-40.0,0
1.0,ME,ACTIVE,BUILDING,1369.0,2.999999999999993,LEASED,2065-01-01,Field Not In Use,Not Evaluated,Will Conform,-40.0,0
1.0,ME,ACTIVE,BUILDING,5959.0,6.0,OWNED,2000-01-01,Field Not In Use, ,Will Conform,25.0,0
1.0,ME,ACTIVE,STRUCTURE,0.0,23.0,OWNED,2050-10-01,Field Not In Use, ,Will Conform,-25.0,0
1.0,ME,ACTIVE,BUILDING,11019.0,10.0,OWNED,1981-01-01,Field Not In Use,Not Evaluated,Will Conform,44.0,0
1.0,ME,ACTIVE,BUILDING,1616.9999999999964,0.0,OWNED,2009-11-01,Field Not In Use,Not Evaluated,Yes,16.0,0
1.0,ME,ACTIVE,BUILDING,1420.0,2.0,OWNED,2013-11-26,Field Not In Use,Not Evaluated,Will Conform,12.0,0
1.0,ME,ACTIVE,BUILDING,1706.0,0.0,OWNED,2000-01-01,Field Not In Use,Not Evaluated,No,25.0,0
1.0,ME,ACTIVE,BUILDING,272.0,0.0,OWNED,2000-01-01,Field Not In Use,Not Evaluated,No,25.0,0
1.0,ME,ACTIVE,BUILDING,319.0,0.0,OWNED,2000-01-01,Field Not In Use,Not Evaluated,No,25.0,0
1.0,ME,ACTIVE,BUILDING,319.0,0.0,OWNED,2000-01-01,Field Not In Use,Not Evaluated,No,25.0,0
1.0,ME,ACTIVE,BUILDING,3661.0000000000036,0.0,OWNED,2022-06-21,Field Not In Use,Not Evaluated,No,3.0,0
1.0,ME,ACTIVE,BUILDING,7684.0,16.0,OWNED,2036-01-01,Field Not In Use,National Register Listed,Will Conform,-11.0,0
1.0,ME,ACTIVE,BUILDING,978.0,0.0,OWNED,2036-01-01,Field Not In Use,National Register Listed,Will Conform,-11.0,0
1.0,ME,ACTIVE,BUILDING,3857.0,0.0,OWNED,2032-01-01,Field Not In Use,National Register Listed,Will Conform,-7.0,0
1.0,ME,ACTIVE,BUILDING,0.0,0.0,OWNED,2032-01-01,Field Not In Use,National Register Listed,Will Conform,-7.0,0
1.0,ME,ACTIVE,BUILDING,1221.0,0.0,OWNED,2032-01-01,Field Not In Use,National Register Listed,Will Conform,-7.0,0
1.0,ME,ACTIVE,BUILDING,1094.0,0.0,OWNED,2067-01-01,Field Not In Use,National Register Eligible,Will Conform,-42.0,0
1.0,ME,ACTIVE,BUILDING,1094.0,0.0,OWNED,2067-01-01,Field Not In Use,National Register Eligible,Will Conform,-42.0,0
1.0,ME,ACTIVE,BUILDING,3804.0,12.0,OWNED,2034-01-01,Field Not In Use,National Register Listed,Will Conform,-9.0,0
1.0,ME,ACTIVE,BUILDING,23964.0,36.0,OWNED,1985-01-01,Field Not In Use,Not Evaluated,Will Conform,40.0,0
1.0,ME,ACTIVE,BUILDING,4060.0,8.0,OWNED,1985-01-01,Field Not In Use,Not Evaluated,Will Conform,40.0,0
1.0,ME,ACTIVE,BUILDING,3022.0,12.0,OWNED,1985-01-01,Field Not In Use,Not Evaluated,Will Conform,40.0,0
1.0,ME,ACTIVE,BUILDING,0.0,0.0,OWNED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
