Region Code,Bldg State,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag ,Building Age,Cluster
5.0,IN,ACTIVE,BUILDING,2475.0,6.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,IN,ACTIVE,BUILDING,3874.0,10.0,LEASED,2000-01-01,Field Not In Use, ,Will Conform,25.0,0
5.0,IN,ACTIVE,BUILDING,13784.0,0.0,LEASED,2000-01-01,Field Not In Use, ,Yes,25.0,0
5.0,IN,ACTIVE,BUILDING,7770.0,23.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,No,25.0,0
5.0,IN,ACTIVE,BUILDING,838.0,0.0,LEASED,2000-01-01,Field Not In Use, ,Will Conform,25.0,0
5.0,IN,ACTIVE,BUILDING,13919.0,150.00000000000003,LEASED,2000-01-01,Field Not In Use,Not Evaluated,No,25.0,0
5.0,MI,ACTIVE,BUILDING,22710.0,11.0,LEASED,2033-01-01,Field Not In Use,National Register Listed,Will Conform,-8.0,0
5.0,MI,ACTIVE,BUILDING,373189.0,35.0,OWNED,2034-01-01,Field Not In Use,National Register Listed,Will Conform,-9.0,3
5.0,MI,ACTIVE,BUILDING,39424.0,41.0,OWNED,2031-01-01,Field Not In Use,National Register Listed,Will Conform,-6.0,0
5.0,MI,ACTIVE,BUILDING,30926.0,44.0,OWNED,2039-01-01,Field Not In Use,National Register Listed,Will Conform,-14.0,0
5.0,MI,ACTIVE,BUILDING,56931.0,145.0,OWNED,2034-01-01,Field Not In Use,National Register Listed,Will Conform,-9.0,0
5.0,MI,ACTIVE,BUILDING,15022.0,4.999999999999993,LEASED,2037-01-01,Field Not In Use,National Register Listed,Yes,-12.0,0
5.0,MI,ACTIVE,BUILDING,23941.0,13.0,OWNED,1877-01-01,Field Not In Use,National Register Listed,Will Conform,148.0,0
5.0,MI,ACTIVE,BUILDING,51084.0,93.0,OWNED,1977-01-01,Field Not In Use,Not Evaluated,Will Conform,48.0,0
5.0,MI,ACTIVE,BUILDING,726983.0,0.0,OWNED,2072-01-01,Field Not In Use,Not Evaluated,Will Conform,-47.0,3
5.0,MI,ACTIVE,STRUCTURE,873.0,216.0,OWNED,2072-01-01,Field Not In Use,Not Evaluated,Will Conform,-47.0,0
5.0,MI,ACTIVE,BUILDING,122605.0,180.0,OWNED,2072-01-01,Field Not In Use,Not Evaluated,Yes,-47.0,0
5.0,MI,ACTIVE,STRUCTURE,0.0,266.0,OWNED,1990-06-15,Field Not In Use,Not Evaluated,Will Conform,35.0,0
5.0,MI,ACTIVE,BUILDING,43583.0,116.0,OWNED,1993-08-22,Field Not In Use,Not Evaluated,Will Conform,32.0,0
5.0,MI,ACTIVE,BUILDING,12589.0,61.0,OWNED,2002-06-01,Field Not In Use,Not Evaluated,Yes,23.0,0
5.0,MI,ACTIVE,BUILDING,6531.999999999996,0.0,OWNED,2005-12-20,Field Not In Use,Not Evaluated,Yes,20.0,0
5.0,MI,ACTIVE,BUILDING,19155.0,10.0,OWNED,2007-09-06,Field Not In Use,Not Evaluated,Yes,18.0,0
5.0,MI,ACTIVE,BUILDING,2725.0000000000036,0.0,OWNED,2009-01-01,Field Not In Use,Not Evaluated,Yes,16.0,0
5.0,MI,ACTIVE,BUILDING,5577.0,0.0,OWNED,2013-12-19,Field Not In Use,Not Evaluated,Yes,12.0,0
5.0,MI,ACTIVE,BUILDING,166128.0,173.00000000000003,OWNED,2028-01-01,Field Not In Use,National Register Listed,Will Conform,-3.0,0
5.0,MI,ACTIVE,BUILDING,47304.0,0.0,OWNED,2028-01-01,Field Not In Use,National Register Listed,Will Conform,-3.0,0
5.0,MI,ACTIVE,BUILDING,138555.0,920.0000000000001,OWNED,2003-01-01,Field Not In Use,National Register Listed,Will Conform,22.0,3
5.0,MI,ACTIVE,BUILDING,33447.0,0.0,OWNED,2003-01-01,Field Not In Use,National Register Listed,Will Conform,22.0,0
5.0,MI,ACTIVE,BUILDING,12769.0,0.0,OWNED,2003-01-01,Field Not In Use,National Register Listed,Will Conform,22.0,0
5.0,MI,ACTIVE,BUILDING,32122.0,0.0,OWNED,2003-01-01,Field Not In Use,National Register Listed,Will Conform,22.0,0
5.0,MI,ACTIVE,BUILDING,20440.0,0.0,OWNED,2028-01-01,Field Not In Use,National Register Listed,Will Conform,-3.0,0
5.0,MI,ACTIVE,BUILDING,8868.0,0.0,OWNED,2028-01-01,Field Not In Use,National Register Listed,Will Conform,-3.0,0
5.0,MI,ACTIVE,STRUCTURE,0.0,0.0,OWNED,2021-01-01,Field Not In Use,National Register Listed,Will Conform,4.0,0
5.0,MI,ACTIVE,STRUCTURE,1578.0,0.0,OWNED,1886-01-01,Field Not In Use,National Register Listed,Will Conform,139.0,0
5.0,MI,ACTIVE,BUILDING,4130.0,0.0,OWNED,2045-01-01,Field Not In Use,National Register Listed,Will Conform,-20.0,0
5.0,MI,ACTIVE,BUILDING,0.0,0.0,OWNED,2045-01-01,Field Not In Use,National Register Listed,Will Conform,-20.0,0
5.0,MI,ACTIVE,BUILDING,0.0,0.0,OWNED,2012-01-01,Field Not In Use,National Register Listed,Will Conform,13.0,0
5.0,MI,ACTIVE,BUILDING,0.0,0.0,OWNED,2000-01-01,Field Not In Use,National Register Listed,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,0.0,0.0,OWNED,2021-01-01,Field Not In Use,National Register Listed,Will Conform,4.0,0
5.0,MI,ACTIVE,BUILDING,0.0,0.0,OWNED,2028-01-01,Field Not In Use,National Register Listed,Will Conform,-3.0,0
5.0,MI,ACTIVE,BUILDING,0.0,0.0,OWNED,2023-01-01,Field Not In Use,National Register Listed,Will Conform,2.0,0
5.0,MI,ACTIVE,BUILDING,0.0,0.0,OWNED,2042-01-01,Field Not In Use,National Register Listed,Will Conform,-17.0,0
5.0,MI,ACTIVE,BUILDING,0.0,0.0,OWNED,2045-01-01,Field Not In Use, ,Will Conform,-20.0,0
5.0,MI,ACTIVE,BUILDING,26846.0,0.0,OWNED,2073-01-01,Field Not In Use,Not Evaluated,Will Conform,-48.0,0
5.0,MI,ACTIVE,BUILDING,0.0,0.0,OWNED,1997-03-19,Field Not In Use,Not Evaluated,Will Conform,28.0,0
5.0,MI,ACTIVE,BUILDING,32003.0,154.00000000000003,OWNED,2033-01-01,Field Not In Use,National Register Listed,Will Conform,-8.0,0
5.0,MI,ACTIVE,BUILDING,784.0,20.0,OWNED,2034-01-01,Field Not In Use, ,Will Conform,-9.0,0
5.0,MI,ACTIVE,STRUCTURE,0.0,0.0,OWNED,2033-01-01,Field Not In Use,National Register Listed,Will Conform,-8.0,0
5.0,MI,ACTIVE,BUILDING,39552.0,0.0,OWNED,2005-09-20,Field Not In Use,Not Evaluated,Yes,20.0,0
5.0,MI,ACTIVE,BUILDING,392767.0,18.0,OWNED,1995-04-01,Field Not In Use,Not Evaluated,Yes,30.0,3
5.0,MI,ACTIVE,STRUCTURE,133.0,850.0,OWNED,1995-04-01,Field Not In Use,Not Evaluated,Yes,30.0,0
5.0,MI,ACTIVE,BUILDING,856.0,0.0,LEASED,1998-06-01,Field Not In Use,Not Evaluated,Yes,27.0,0
5.0,MI,ACTIVE,BUILDING,1150.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,0.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,1150.0,4.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,12029.0,10.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,26119.0,75.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,11619.0,52.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,356570.0,378.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,3
5.0,MI,ACTIVE,BUILDING,23038.0,75.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,12473.0,68.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,12532.0,80.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,31287.0,12.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,3898.0000000000036,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,1503.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,6150.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,10877.0,36.0,LEASED,2000-01-01,Field Not In Use,National Register Listed,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,2948.0,20.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,5126.0,30.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,2703.0,13.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,5365.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,31166.0,12.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,6280.000000000004,26.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,5229.0,7.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,42779.0,97.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,23766.0,2.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,69171.0,64.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,169385.0,43.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,15204.0,15.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,13946.0,15.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,67518.0,15.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,14900.0,20.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,8276.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,4056.0,8.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,3282.9999999999964,4.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,62562.0,286.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,12273.0,40.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,11000.0,50.0,LEASED,1998-02-17,Field Not In Use,Not Evaluated,Will Conform,27.0,0
5.0,MI,ACTIVE,BUILDING,2055.0,11.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,1040.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,1658.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,STRUCTURE,0.0,165.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,8484.0,23.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,8242.0,11.0,LEASED,1989-01-01,Field Not In Use,Not Evaluated,Yes,36.0,0
5.0,MI,ACTIVE,BUILDING,5304.0,9.0,LEASED,1999-03-01,Field Not In Use,Not Evaluated,Yes,26.0,0
5.0,MI,ACTIVE,BUILDING,16842.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,8118.000000000004,4.999999999999993,LEASED,1997-07-10,Field Not In Use,Not Evaluated,Yes,28.0,0
5.0,MI,ACTIVE,BUILDING,8981.999999999996,0.0,LEASED,2000-09-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,13800.0,0.0,LEASED,2000-06-23,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,5799.999999999996,40.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,13500.0,27.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,42488.0,24.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,13943.0,80.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,7995.999999999996,15.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,4521.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,6625.0,34.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,6813.0,54.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,101276.0,190.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,17767.0,81.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,4360.0,15.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,2438.0,15.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,2873.9999999999964,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,7960.0,51.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,20258.0,34.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,8819.0,27.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,17111.0,80.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,4842.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,8208.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,9572.0,7.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,1982.0,6.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,3800.0,4.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,9525.999999999996,53.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,13978.0,65.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,12399.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,5327.000000000004,32.0,LEASED,2007-06-01,Field Not In Use,Not Evaluated,Yes,18.0,0
5.0,MI,ACTIVE,BUILDING,7200.0,15.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,580.0,2.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,644.0,2.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,680.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,1769.9999999999964,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,599.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,927.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,3622.0,2.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,9760.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,916.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,763.0,2.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,324.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,2438.0,11.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,1100.0,2.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,12160.0,65.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,STRUCTURE,0.0,312.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,3810.9999999999964,4.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,15687.0,24.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,2431.0,2.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,4512.0,16.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,9207.000000000004,25.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,7662.0,4.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,4005.0,0.0,LEASED,2008-12-01,Field Not In Use,Not Evaluated,Will Conform,17.0,0
5.0,MI,ACTIVE,BUILDING,44121.0,4.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,20730.0,69.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,1950.0,0.9999999999999929,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,3200.0000000000036,44.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,7168.0,2.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,8794.0,68.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,6199.0,10.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,638.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,2686.9999999999964,2.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,6563.0,14.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,2652.9999999999964,10.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,4040.0,4.0,LEASED,1976-05-01,Field Not In Use,Not Evaluated,Yes,49.0,0
5.0,MI,ACTIVE,BUILDING,11340.0,55.0,LEASED,2007-04-01,Field Not In Use,Not Evaluated,Yes,18.0,0
5.0,MI,ACTIVE,BUILDING,13032.0,0.0,LEASED,2006-06-01,Field Not In Use,Not Evaluated,Yes,19.0,0
5.0,MI,ACTIVE,BUILDING,19091.0,99.0,LEASED,2006-09-01,Field Not In Use,Not Evaluated,Yes,19.0,0
5.0,MI,ACTIVE,BUILDING,3581.0,4.999999999999993,LEASED,2007-06-01,Field Not In Use,Not Evaluated,Yes,18.0,0
5.0,MI,ACTIVE,BUILDING,4949.999999999996,10.0,LEASED,2010-10-25,Field Not In Use,Not Evaluated,Yes,15.0,0
5.0,MI,ACTIVE,BUILDING,4450.0,10.0,LEASED,2007-08-23,Field Not In Use,Not Evaluated,Yes,18.0,0
5.0,MI,ACTIVE,BUILDING,28040.0,12.0,LEASED,2008-09-01,Field Not In Use,Not Evaluated,Yes,17.0,0
5.0,MI,ACTIVE,BUILDING,3848.0000000000036,0.0,LEASED,2000-07-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,53754.0,310.0,LEASED,2008-02-01,Field Not In Use,Not Evaluated,Yes,17.0,0
5.0,MI,ACTIVE,BUILDING,16500.0,10.0,LEASED,2008-07-08,Field Not In Use,Not Evaluated,Yes,17.0,0
5.0,MI,ACTIVE,BUILDING,18000.0,60.0,LEASED,2006-06-01,Field Not In Use,Not Evaluated,Yes,19.0,0
5.0,MI,ACTIVE,BUILDING,8264.0,0.0,LEASED,2008-05-09,Field Not In Use,Not Evaluated,Yes,17.0,0
5.0,MI,ACTIVE,BUILDING,11291.0,55.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,24053.0,120.0,LEASED,2011-03-28,Field Not In Use,Not Evaluated,Will Conform,14.0,0
5.0,MI,ACTIVE,BUILDING,15350.0,0.0,LEASED,2008-10-09,Field Not In Use,Not Evaluated,Yes,17.0,0
5.0,MI,ACTIVE,BUILDING,3547.0,0.9999999999999929,LEASED,2008-10-07,Field Not In Use,National Register Listed,Yes,17.0,0
5.0,MI,ACTIVE,BUILDING,4160.0,10.0,LEASED,2008-12-01,Field Not In Use,Not Evaluated,Yes,17.0,0
5.0,MI,ACTIVE,BUILDING,10566.0,26.0,LEASED,2009-10-02,Field Not In Use,Not Evaluated,Will Conform,16.0,0
5.0,MI,ACTIVE,BUILDING,18824.0,0.0,LEASED,2010-07-01,Field Not In Use,Not Evaluated,Will Conform,15.0,0
5.0,MI,ACTIVE,BUILDING,10390.0,0.0,LEASED,2009-09-28,Field Not In Use,Not Evaluated,Yes,16.0,0
5.0,MI,ACTIVE,BUILDING,7547.0,10.0,LEASED,2000-06-30,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,17974.0,29.0,LEASED,2009-02-01,Field Not In Use,Not Evaluated,Yes,16.0,0
5.0,MI,ACTIVE,BUILDING,14291.0,110.0,LEASED,2009-08-01,Field Not In Use,Not Evaluated,Yes,16.0,0
5.0,MI,ACTIVE,BUILDING,13373.0,56.0,LEASED,2010-06-10,Field Not In Use,Not Evaluated,Yes,15.0,0
5.0,MI,ACTIVE,BUILDING,492.0,2.0,LEASED,2008-02-17,Field Not In Use,Not Evaluated,Yes,17.0,0
5.0,MI,ACTIVE,BUILDING,3079.9999999999964,20.0,LEASED,2010-03-20,Field Not In Use,Not Evaluated,Yes,15.0,0
5.0,MI,ACTIVE,BUILDING,7324.0,40.0,LEASED,2010-01-01,Field Not In Use,Not Evaluated,Will Conform,15.0,0
5.0,MI,ACTIVE,BUILDING,6815.0,14.0,LEASED,2010-01-01,Field Not In Use,Not Evaluated,Yes,15.0,0
5.0,MI,ACTIVE,BUILDING,11044.0,63.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,No,25.0,0
5.0,MI,ACTIVE,BUILDING,7764.0,23.0,LEASED,2010-01-01,Field Not In Use,Not Evaluated,Yes,15.0,0
5.0,MI,ACTIVE,BUILDING,9539.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,16375.0,10.0,LEASED,1990-06-01,Field Not In Use,Not Evaluated,Yes,35.0,0
5.0,MI,ACTIVE,BUILDING,16889.0,0.0,LEASED,2010-06-01,Field Not In Use,Not Evaluated,Will Conform,15.0,0
5.0,MI,ACTIVE,BUILDING,5066.0,0.0,LEASED,1989-04-01,Field Not In Use,Not Evaluated,Will Conform,36.0,0
5.0,MI,ACTIVE,BUILDING,7768.0,17.0,LEASED,2072-06-01,Field Not In Use,Not Evaluated,Yes,-47.0,0
5.0,MI,ACTIVE,STRUCTURE,0.0,57.0,LEASED,2010-06-01,Field Not In Use,Not Evaluated,Will Conform,15.0,0
5.0,MI,ACTIVE,BUILDING,10240.999999999996,48.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,2375.0,7.0,LEASED,1991-01-15,Field Not In Use,Not Evaluated,Yes,34.0,0
5.0,MI,ACTIVE,BUILDING,9360.000000000004,52.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,8309.0,54.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,8842.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,0
5.0,MI,ACTIVE,BUILDING,3400.0,2.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
5.0,MI,ACTIVE,BUILDING,5142.0,54.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,0
